volume,page_number,page_type,epic,book,source_range,text_file,image_file,caption_id,proof_status,notes
iliad-volume-proof,31,verse,Iliad,2,2.1-877,text/iliad/book-02-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,32,verse,Iliad,2,2.1-877,text/iliad/book-02-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,33,verse,Iliad,2,2.1-877,text/iliad/book-02-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,34,plate,Iliad,2,2.1-2.877,,assets/generated/iliad/book-02-ili-02-v1.png,iliad-book-02-ili-02-v1-concept,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,35,verse,Iliad,2,2.1-877,text/iliad/book-02-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,36,book-opener,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,37,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,38,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,39,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,40,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,41,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,42,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,43,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,44,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,45,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,46,plate,Iliad,3,3.1-3.461,,assets/generated/iliad/book-03-helen-walls-v1.png,iliad-book-03-helen-walls-concept,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,47,verse,Iliad,3,3.1-461,text/iliad/book-03-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,48,book-opener,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,49,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,50,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,51,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,52,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,53,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,54,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,55,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,56,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,57,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,58,verse,Iliad,4,4.1-544,text/iliad/book-04-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,59,book-opener,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,60,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,61,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,62,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,63,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,64,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,65,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,66,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,67,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,68,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,69,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,70,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,71,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,72,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,73,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,74,verse,Iliad,5,5.1-909,text/iliad/book-05-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,75,book-opener,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,76,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,77,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,78,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,79,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,80,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,81,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,82,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,83,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,84,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,85,verse,Iliad,6,6.1-529,text/iliad/book-06-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,86,book-opener,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,87,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,88,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,89,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,90,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,91,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,92,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,93,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,94,verse,Iliad,7,7.1-482,text/iliad/book-07-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,95,book-opener,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,96,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,97,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,98,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,99,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,100,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,101,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,102,verse,Iliad,8,8.1-565,text/iliad/book-08-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,103,book-opener,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,104,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,105,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,106,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,107,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,108,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,109,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,110,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,111,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,112,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,113,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,114,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,115,verse,Iliad,9,9.1-713,text/iliad/book-09-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,116,book-opener,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,117,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,118,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,119,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,120,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,121,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,122,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,123,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,124,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,125,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,126,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,127,verse,Iliad,10,10.1-579,text/iliad/book-10-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,128,book-opener,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,129,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,130,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,131,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,132,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,133,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,134,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,135,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,136,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,137,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,138,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,139,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,140,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,141,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,142,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,143,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,144,plate,Iliad,11,11.618-11.848,,assets/generated/iliad/book-11-patroclus-eurypylus-v2.png,iliad-book-11-patroclus-eurypylus-v2-concept,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,145,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,146,verse,Iliad,11,11.1-848,text/iliad/book-11-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,147,book-opener,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,148,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,149,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,150,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,151,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,152,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,153,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,154,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,155,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,156,verse,Iliad,12,12.1-471,text/iliad/book-12-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,157,book-opener,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,158,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,159,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,160,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,161,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,162,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,163,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,164,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,165,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,166,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,167,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
iliad-volume-proof,168,verse,Iliad,13,13.1-837,text/iliad/book-13-opening.md,,,verified-architecture,Derived from current comic-size provisional volume proof; final pagination and art selection remain open.
